🚤稳定-港台,#genre#
CCTV14少儿,http://www.kitcc.cn:8888/udp/239.77.0.133:5146
CCTV14少儿,http://www.kitcc.cn:8888/udp/239.77.1.161:5146
CCTV15音乐,http://www.kitcc.cn:8888/udp/239.77.1.239:5146
CCTV15音乐,http://www.kitcc.cn:8888/udp/239.77.1.11:5146
CCTV16奥林匹克,http://www.kitcc.cn:8888/udp/239.77.1.76:5146
CCTV17农业农村,http://www.kitcc.cn:8888/udp/239.77.0.198:5146
CCTV17农业农村,http://www.kitcc.cn:8888/udp/239.77.1.121:5146
广东卫视,http://www.kitcc.cn:8888/udp/239.77.0.84:5146
广东卫视,http://www.kitcc.cn:8888/udp/239.77.1.19:5146
湖南卫视,http://www.kitcc.cn:8888/udp/239.77.0.88:5146
湖南卫视,http://www.kitcc.cn:8888/udp/239.77.1.5:5146
江苏卫视,http://www.kitcc.cn:8888/udp/239.77.0.90:5146
江苏卫视,http://www.kitcc.cn:8888/udp/239.77.1.18:5146
浙江卫视,http://www.kitcc.cn:8888/udp/239.77.0.89:5146
浙江卫视,http://www.kitcc.cn:8888/udp/239.77.1.33:5146
北京卫视,http://www.kitcc.cn:8888/udp/239.77.0.51:5146
北京卫视,http://www.kitcc.cn:8888/udp/239.77.1.0151:5146
北京卫视,http://www.kitcc.cn:8888/udp/239.77.0.91:5146
北京卫视,http://www.kitcc.cn:8888/udp/239.77.1.4:5146
东方卫视,http://www.kitcc.cn:8888/udp/239.77.0.98:5146
东方卫视,http://www.kitcc.cn:8888/udp/239.77.1.218:5146
天津卫视,http://www.kitcc.cn:8888/udp/239.77.1.0182:5146
天津卫视,http://www.kitcc.cn:8888/udp/239.77.0.97:5146
天津卫视,http://www.kitcc.cn:8888/udp/239.77.1.141:5146
深圳卫视,http://www.kitcc.cn:8888/udp/239.77.0.92:5146
深圳卫视,http://www.kitcc.cn:8888/udp/239.77.1.3:5146
湖北卫视,http://www.kitcc.cn:8888/udp/239.77.1.0174:5146
湖北卫视,http://www.kitcc.cn:8888/udp/239.77.0.95:5146
湖北卫视,http://www.kitcc.cn:8888/udp/239.77.1.93:5146
山东卫视,http://www.kitcc.cn:8888/udp/239.77.0.94:5146
山东卫视,http://www.kitcc.cn:8888/udp/239.77.1.142:5146
安徽卫视,http://www.kitcc.cn:8888/udp/239.77.0.183:5146
安徽卫视,http://www.kitcc.cn:8888/udp/239.77.1.92:5146
四川卫视,http://www.kitcc.cn:8888/udp/239.77.0.159:5146
四川卫视,http://www.kitcc.cn:8888/udp/239.77.1.215:5146
重庆卫视,http://www.kitcc.cn:8888/udp/239.77.0.182:5146
重庆卫视,http://www.kitcc.cn:8888/udp/239.77.1.162:5146
东南卫视,http://www.kitcc.cn:8888/udp/239.77.1.104:5146
东南卫视,http://www.kitcc.cn:8888/udp/239.77.0.146:5146
福建厦门卫视,http://www.kitcc.cn:8888/udp/239.77.0.96:5146
河南卫视,http://www.kitcc.cn:8888/udp/239.77.0.17:5146
河南卫视,http://www.kitcc.cn:8888/udp/239.77.1.229:5146
河南卫视,http://www.kitcc.cn:8888/udp/239.77.0.61:5146
江西卫视,http://www.kitcc.cn:8888/udp/239.77.0.149:5146
江西卫视,http://www.kitcc.cn:8888/udp/239.77.1.219:5146
广西卫视,http://www.kitcc.cn:8888/udp/239.77.0.139:5146
广西卫视,http://www.kitcc.cn:8888/udp/239.253.43.36:5146
贵州卫视,http://www.kitcc.cn:8888/udp/239.77.0.230:5146
贵州卫视,http://www.kitcc.cn:8888/udp/239.77.1.221:5146
河北卫视,http://www.kitcc.cn:8888/udp/239.77.0.148:5146
河北卫视,http://www.kitcc.cn:8888/udp/239.77.1.214:5146
辽宁卫视,http://www.kitcc.cn:8888/udp/239.77.0.123:5146
辽宁卫视,http://www.kitcc.cn:8888/udp/239.77.1.103:5146
吉林卫视,http://www.kitcc.cn:8888/udp/239.77.0.150:5146
吉林卫视,http://www.kitcc.cn:8888/udp/239.77.1.111:5146
吉林延边卫视,http://www.kitcc.cn:8888/udp/239.77.0.10:5146
黑龙江卫视,http://www.kitcc.cn:8888/udp/239.77.1.0179:5146
黑龙江卫视,http://www.kitcc.cn:8888/udp/239.77.0.93:5146
黑龙江卫视,http://www.kitcc.cn:8888/udp/239.77.1.6:5146
海南卫视,http://www.kitcc.cn:8888/udp/239.253.43.35:5146
海南卫视,http://www.kitcc.cn:8888/udp/239.77.1.51:5146
海南三沙卫视,http://www.kitcc.cn:8888/udp/239.77.0.152:5146
云南卫视,http://www.kitcc.cn:8888/udp/239.253.43.37:5146
云南卫视,http://www.kitcc.cn:8888/udp/239.77.1.72:5146
内蒙古卫视,http://www.kitcc.cn:8888/udp/239.77.0.70:5146
内蒙古卫视,http://www.kitcc.cn:8888/udp/239.77.1.55:5146
山西卫视,http://www.kitcc.cn:8888/udp/239.77.0.69:5146
山西卫视,http://www.kitcc.cn:8888/udp/239.77.1.74:5146
陕西卫视,http://www.kitcc.cn:8888/udp/239.77.0.68:5146
陕西卫视,http://www.kitcc.cn:8888/udp/239.77.1.54:5146
甘肃卫视,http://www.kitcc.cn:8888/udp/239.77.0.189:5146
甘肃卫视,http://www.kitcc.cn:8888/udp/239.77.0.76:5146
甘肃卫视,http://www.kitcc.cn:8888/udp/239.77.1.57:5146
宁夏卫视,http://www.kitcc.cn:8888/udp/239.77.0.73:5146
宁夏卫视,http://www.kitcc.cn:8888/udp/239.77.1.47:5146
新疆卫视,http://www.kitcc.cn:8888/udp/239.77.0.75:5146
新疆卫视,http://www.kitcc.cn:8888/udp/239.77.1.53:5146
新疆兵团卫视,http://www.kitcc.cn:8888/udp/239.77.0.77:5146
新疆兵团卫视,http://www.kitcc.cn:8888/udp/239.77.1.80:5146
青海卫视,http://www.kitcc.cn:8888/udp/239.77.0.71:5146
青海卫视,http://www.kitcc.cn:8888/udp/239.77.1.70:5146
西藏卫视,http://www.kitcc.cn:8888/udp/239.77.0.74:5146
西藏卫视,http://www.kitcc.cn:8888/udp/239.77.1.49:5146

🚀广电-地方,#genre#
广东公共,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdgg

广东卫视,http://www.kitcc.cn:8888/udp/239.77.0.166:5146
广东卫视,http://www.kitcc.cn:8888/udp/239.77.1.152:5146
广东卫视,http://www.kitcc.cn:8888/udp/239.77.1.19:5146
广东卫视,http://www.kitcc.cn:8888/udp/239.77.0.84:5146
广东珠江,http://www.kitcc.cn:8888/udp/239.77.0.1:5146
广东珠江,http://www.kitcc.cn:8888/udp/239.77.1.94:5146
广东珠江,http://www.kitcc.cn:8888/udp/239.77.0.114:5146
广东珠江,http://www.kitcc.cn:8888/udp/239.77.0.3:5146
广东新闻,http://www.kitcc.cn:8888/udp/239.77.0.173:5146
广东新闻,http://www.kitcc.cn:8888/udp/239.77.0.4:5146
广东公共,http://www.kitcc.cn:8888/udp/239.77.0.225:5146
广东公共,http://www.kitcc.cn:8888/udp/239.77.0.5:5146
广东公共,http://www.kitcc.cn:8888/udp/239.77.0.225:5146
大湾区卫视,http://www.kitcc.cn:8888/rtp/239.77.1.12:5146
大湾区卫视,http://www.kitcc.cn:8888/udp/239.77.0.215:5146
大湾区卫视,http://www.kitcc.cn:8888/udp/239.77.0.9:5146
广东影视,http://www.kitcc.cn:8888/udp/239.77.0.217:5146
广东影视,http://www.kitcc.cn:8888/udp/239.77.0.011:5146
广东经济科教,http://www.kitcc.cn:8888/udp/239.77.0.85:5146
广东经济科教,http://www.kitcc.cn:8888/udp/239.77.0.167:5146
广东经济科教,http://www.kitcc.cn:8888/udp/239.77.0.8:5146
广东体育,http://www.kitcc.cn:8888/udp/239.77.0.112:5146
广东体育,http://www.kitcc.cn:8888/udp/239.77.0.168:5146
广东体育,http://www.kitcc.cn:8888/udp/239.77.0.6:5146
广东体育,http://www.kitcc.cn:8888/udp/239.77.1.97:5146
岭南戏曲,http://www.kitcc.cn:8888/udp/239.77.0.16:5146
岭南戏曲,http://www.kitcc.cn:8888/udp/239.77.0.16:5146
广东南方购物,http://www.kitcc.cn:8888/udp/239.77.0.19:5146
广东南方购物,http://www.kitcc.cn:8888/udp/239.77.0.22:5146
广东房产,http://www.kitcc.cn:8888/udp/239.77.0.14:5146
广东现代教育,http://www.kitcc.cn:8888/udp/239.77.0.18:5146
广东移动,http://www.kitcc.cn:8888/udp/239.77.0.20:5146
广东移动,http://www.kitcc.cn:8888/udp/239.77.0.20:5146
广东小儿,http://www.kitcc.cn:8888/udp/239.77.0.250:5146
汕头综合,http://www.kitcc.cn:8888/udp/239.77.1.130:5146
汕头综合,http://www.kitcc.cn:8888/udp/239.253.43.45:5146
汕头经济生活,http://www.kitcc.cn:8888/udp/239.77.1.131:5146
汕头经济生活,http://www.kitcc.cn:8888/udp/239.253.43.46:5146
汕头文旅体育,http://www.kitcc.cn:8888/udp/239.77.1.132:5146
汕头文旅体育,http://www.kitcc.cn:8888/udp/239.253.43.47:5146
广州综合,http://www.kitcc.cn:8888/udp/239.253.43.71:5146
广州新闻,http://www.kitcc.cn:8888/udp/239.253.43.72:5146
广州法治,http://www.kitcc.cn:8888/udp/239.253.43.74:5146
广州影视,http://www.kitcc.cn:8888/udp/239.253.43.73:5146
广州竞赛,http://www.kitcc.cn:8888/udp/239.253.43.75:5146
广州综合,http://www.kitcc.cn:8888/udp/239.253.43.66:5146
广州新闻,http://www.kitcc.cn:8888/udp/239.253.43.67:5146
广州法治,http://www.kitcc.cn:8888/udp/239.253.43.69:5146
广州影视,http://www.kitcc.cn:8888/udp/239.253.43.68:5146
广州竞赛,http://www.kitcc.cn:8888/udp/239.253.43.70:5146
深圳卫视,http://www.kitcc.cn:8888/udp/239.77.1.0148:5146
深圳都市,http://www.kitcc.cn:8888/udp/239.77.1.176:5146
深圳都市,http://www.kitcc.cn:8888/udp/239.77.1.124:5146
深圳电视剧,http://www.kitcc.cn:8888/udp/239.77.1.177:5146
深圳电视剧,http://www.kitcc.cn:8888/udp/239.77.1.125:5146
深圳财经,http://www.kitcc.cn:8888/udp/239.77.1.242:5146
深圳娱乐,http://www.kitcc.cn:8888/udp/239.77.1.243:5146
深圳娱乐,http://www.kitcc.cn:8888/udp/239.77.1.036:5146
深圳体育,http://www.kitcc.cn:8888/udp/239.77.1.140:5146
深圳体育,http://www.kitcc.cn:8888/udp/239.77.1.0128:5146
深圳少儿,http://www.kitcc.cn:8888/udp/239.77.1.244:5146
深圳公共,http://www.kitcc.cn:8888/udp/239.77.1.178:5146
深圳公共,http://www.kitcc.cn:8888/udp/239.77.1.0126:5146
深圳龙岗,http://www.kitcc.cn:8888/udp/239.77.1.223:5146
深圳东部,http://www.kitcc.cn:8888/udp/239.77.1.224:5146
深圳众创,http://www.kitcc.cn:8888/udp/239.77.1.247:5146
深圳购物,http://www.kitcc.cn:8888/udp/239.77.1.087:5146
佛山南海,http://www.kitcc.cn:8888/udp/239.253.43.54:5146
佛山顺德,http://www.kitcc.cn:8888/udp/239.253.43.55:5146
佛山公共,http://www.kitcc.cn:8888/udp/239.253.43.53:5146
佛山影视,http://www.kitcc.cn:8888/udp/239.253.43.56:5146
佛山综合,http://www.kitcc.cn:8888/udp/239.253.43.57:5146
佛山综合,http://www.kitcc.cn:8888/udp/239.253.43.52:5146
中山综合,http://www.kitcc.cn:8888/udp/239.253.43.59:5146
中山公共,http://www.kitcc.cn:8888/udp/239.253.43.60:5146
中山教育,http://www.kitcc.cn:8888/udp/239.253.43.61:5146
中山综合,http://www.kitcc.cn:8888/udp/239.253.43.62:5146
中山公共,http://www.kitcc.cn:8888/udp/239.253.43.63:5146
中山教育,http://www.kitcc.cn:8888/udp/239.253.43.64:5146
肇庆综合,http://www.kitcc.cn:8888/udp/239.253.43.1:5146
肇庆生活服务,http://www.kitcc.cn:8888/udp/239.253.43.2:5146
汕尾-1,http://www.kitcc.cn:8888/udp/239.77.0.25:5146
汕尾-2,http://www.kitcc.cn:8888/udp/239.77.0.187:5146
湛江综合,http://www.kitcc.cn:8888/udp/239.77.0.141:5146
湛江公共,http://www.kitcc.cn:8888/udp/239.77.0.140:5146
珠海-1,http://www.kitcc.cn:8888/udp/239.77.0.155:5146
珠海-2,http://www.kitcc.cn:8888/udp/239.77.0.154:5146
江门综合,http://www.kitcc.cn:8888/udp/239.77.0.201:5146
江门公共,http://www.kitcc.cn:8888/udp/239.77.0.202:5146
江门教育,http://www.kitcc.cn:8888/udp/239.77.0.203:5146
茂名综合,http://www.kitcc.cn:8888/udp/239.77.0.206:5146
茂名公共,http://www.kitcc.cn:8888/udp/239.77.0.207:5146
茂名公共,http://www.kitcc.cn:8888/udp/239.77.0.240:5146
揭阳公共,http://www.kitcc.cn:8888/udp/239.77.0.251:5146
揭阳综合,http://www.kitcc.cn:8888/udp/239.77.0.229:5146
云浮公共,http://www.kitcc.cn:8888/udp/239.77.0.254:5146
云浮综合,http://www.kitcc.cn:8888/udp/239.77.0.253:5146
清远综合,http://www.kitcc.cn:8888/udp/239.253.43.33:5146
清远公共,http://www.kitcc.cn:8888/udp/239.253.43.34:5146
韶关综合,http://www.kitcc.cn:8888/udp/239.77.0.117:5146
韶关公共,http://www.kitcc.cn:8888/udp/239.77.0.119:5146
河源综合,http://www.kitcc.cn:8888/udp/239.253.43.213:5146
河源公共,http://www.kitcc.cn:8888/udp/239.253.43.214:5146
惠州综合,http://www.kitcc.cn:8888/udp/239.77.1.232:5146
惠州公共,http://www.kitcc.cn:8888/udp/239.77.1.233:5146
金鹰卡通,http://www.kitcc.cn:8888/udp/239.77.0.164:5146
金鹰卡通,http://www.kitcc.cn:8888/udp/239.77.1.52:5146
嘉佳卡通,http://www.kitcc.cn:8888/udp/239.77.0.179:5146
嘉佳卡通,http://www.kitcc.cn:8888/udp/239.77.0.013:5146
嘉佳卡通,http://www.kitcc.cn:8888/udp/239.77.1.15:5146
卡酷少儿,http://www.kitcc.cn:8888/udp/239.77.0.79:5146
卡酷少儿,http://www.kitcc.cn:8888/udp/239.77.1.50:5146
哈哈炫动,http://www.kitcc.cn:8888/udp/239.77.0.81:5146
哈哈炫动,http://www.kitcc.cn:8888/udp/239.77.1.139:5146
优漫卡通,http://www.kitcc.cn:8888/udp/239.77.0.222:5146
优漫卡通,http://www.kitcc.cn:8888/udp/239.77.1.79:5146


🔢广电-数码,#genre#
每日影院,http://www.kitcc.cn:8888/udp/239.253.43.94:5146
风尚生活,http://www.kitcc.cn:8888/udp/239.253.43.95:5146
幸福剧场,http://www.kitcc.cn:8888/udp/239.253.43.96:5146
幸福娱乐,http://www.kitcc.cn:8888/udp/239.253.43.97:5146
求索纪录HD,http://www.kitcc.cn:8888/udp/239.77.0.21:5146
求索生活HD,http://www.kitcc.cn:8888/udp/239.77.0.153:5146
CCTV第一剧场,http://www.kitcc.cn:8888/udp/239.253.43.28:5146
CCTV第一剧场,http://www.kitcc.cn:8888/udp/239.253.43.15:5146
CCTV风云剧场,http://www.kitcc.cn:8888/udp/239.253.43.16:5146
CCTV风云剧场,http://www.kitcc.cn:8888/udp/239.253.43.26:5146
CCTV怀旧剧场,http://www.kitcc.cn:8888/udp/239.253.43.5:5146
CCTV怀旧剧场,http://www.kitcc.cn:8888/udp/239.253.43.25:5146
CCTV世界地理,http://www.kitcc.cn:8888/udp/239.253.43.7:5146
CCTV世界地理,http://www.kitcc.cn:8888/udp/239.253.43.24:5146
CCTV兵器科技,http://www.kitcc.cn:8888/udp/239.253.43.9:5146
CCTV兵器科技,http://www.kitcc.cn:8888/udp/239.253.43.18:5146
CCTV女性时尚,http://www.kitcc.cn:8888/udp/239.253.43.8:5146
CCTV女性时尚,http://www.kitcc.cn:8888/udp/239.253.43.23:5146
CCTV电视指南,http://www.kitcc.cn:8888/udp/239.253.43.10:5146
CCTV电视指南,http://www.kitcc.cn:8888/udp/239.253.43.19:5146
CCTV风云音乐,http://www.kitcc.cn:8888/udp/239.253.43.6:5146
CCTV风云音乐,http://www.kitcc.cn:8888/udp/239.253.43.29:5146
CCTV风云足球,http://www.kitcc.cn:8888/udp/239.253.43.14:5146
CCTV风云足球,http://www.kitcc.cn:8888/udp/239.253.43.20:5146
CCTV央视台球,http://www.kitcc.cn:8888/udp/239.253.43.11:5146
CCTV央视台球,http://www.kitcc.cn:8888/udp/239.253.43.21:5146
CCTV高尔夫网球,http://www.kitcc.cn:8888/udp/239.253.43.12:5146
CCTV高尔夫网球,http://www.kitcc.cn:8888/udp/239.253.43.22:5146
CCTV文化精品,http://www.kitcc.cn:8888/udp/239.253.43.13:5146
CCTV文化精品,http://www.kitcc.cn:8888/udp/239.253.43.27:5146
CCTV老故事,http://www.kitcc.cn:8888/udp/239.77.0.220:5146
CCTV老故事,http://www.kitcc.cn:8888/udp/239.77.1.197:5146
CCTV中学生,http://www.kitcc.cn:8888/udp/239.77.1.195:5146
CETV早期教育,http://www.kitcc.cn:8888/udp/239.77.0.180:5146
CETV1,http://www.kitcc.cn:8888/udp/239.77.1.222:5146
CETV1,http://www.kitcc.cn:8888/udp/239.77.0.200:5146
CETV2,http://www.kitcc.cn:8888/udp/239.77.1.69:5146
CETV2,http://www.kitcc.cn:8888/udp/239.77.0.28:5146
CETV3,http://www.kitcc.cn:8888/udp/239.77.1.114:5146
CETV4,http://www.kitcc.cn:8888/udp/239.77.1.68:5146
CETV4,http://www.kitcc.cn:8888/udp/239.77.0.29:5146
IPTV3+综艺,http://www.kitcc.cn:8888/udp/239.77.0.107:5146
IPTV3+综艺,http://www.kitcc.cn:8888/udp/239.77.1.78:5146
IPTV5+体育,http://www.kitcc.cn:8888/udp/239.77.0.176:5146
IPTV5+体育,http://www.kitcc.cn:8888/udp/239.77.1.116:5146
IPTV6+电影,http://www.kitcc.cn:8888/udp/239.77.0.103:5146
IPTV6+电影,http://www.kitcc.cn:8888/udp/239.77.1.138:5146
IPTV8+电视剧,http://www.kitcc.cn:8888/udp/239.77.0.105:5146
IPTV8+电视剧,http://www.kitcc.cn:8888/udp/239.77.1.82:5146
IPTV经典电影,http://www.kitcc.cn:8888/udp/239.77.0.104:5146
IPTV经典电影,http://www.kitcc.cn:8888/udp/239.77.1.89:5146
IPTV热播剧场,http://www.kitcc.cn:8888/udp/239.77.0.106:5146
IPTV热播剧场,http://www.kitcc.cn:8888/udp/239.77.1.90:5146
IPTV谍战剧场,http://www.kitcc.cn:8888/udp/239.77.0.99:5146
IPTV谍战剧场,http://www.kitcc.cn:8888/udp/239.77.1.83:5146
IPTV相声小品,http://www.kitcc.cn:8888/udp/239.77.0.100:5146
IPTV相声小品,http://www.kitcc.cn:8888/udp/239.77.1.84:5146
IPTV魅力时尚,http://www.kitcc.cn:8888/udp/239.77.0.110:5146
IPTV魅力时尚,http://www.kitcc.cn:8888/udp/239.77.1.88:5146
IPTV收视指南,http://www.kitcc.cn:8888/udp/239.77.0.111:5146
IPTV野外,http://www.kitcc.cn:8888/udp/239.77.0.101:5146
IPTV野外,http://www.kitcc.cn:8888/udp/239.77.1.85:5146
IPTV法治,http://www.kitcc.cn:8888/udp/239.77.0.102:5146
IPTV法治,http://www.kitcc.cn:8888/udp/239.77.1.86:5146
IPTV少儿动画,http://www.kitcc.cn:8888/udp/239.77.1.91:5146
IPTV少儿动画,http://www.kitcc.cn:8888/udp/239.77.0.109:5146
CHC高清电影,http://www.kitcc.cn:8888/udp/239.77.0.27:5146
冬奥纪实,http://www.kitcc.cn:8888/udp/239.77.1.110:5146
金鹰纪实,http://www.kitcc.cn:8888/udp/239.77.1.217:5146
纪实人文,http://www.kitcc.cn:8888/udp/239.77.1.216:5146
茶频道,http://www.kitcc.cn:8888/udp/239.77.1.207:5146
快乐垂钓,http://www.kitcc.cn:8888/udp/239.77.1.119:5146
中华美食,http://www.kitcc.cn:8888/udp/239.253.43.40:5146
中华美食,http://www.kitcc.cn:8888/udp/239.77.1.0200:5146
文物宝库,http://www.kitcc.cn:8888/udp/239.77.1.120:5146
武术世界,http://www.kitcc.cn:8888/udp/239.77.1.108:5146
梨园频道,http://www.kitcc.cn:8888/udp/239.77.1.100:5146
中国交通,http://www.kitcc.cn:8888/udp/239.77.1.249:5146
中国天气,http://www.kitcc.cn:8888/udp/239.77.1.143:5146
四海钓鱼,http://www.kitcc.cn:8888/udp/239.77.1.137:5146
车迷频道,http://www.kitcc.cn:8888/udp/239.253.43.41:5146
国学频道,http://www.kitcc.cn:8888/udp/239.77.0.226:5146
国学频道,http://www.kitcc.cn:8888/udp/239.77.1.105:5146
环球奇观,http://www.kitcc.cn:8888/udp/239.77.0.224:5146
环球奇观,http://www.kitcc.cn:8888/udp/239.77.1.198:5146
靓妆频道,http://www.kitcc.cn:8888/udp/239.77.0.212:5146
靓妆频道,http://www.kitcc.cn:8888/udp/239.77.1.118:5146
汽摩频道,http://www.kitcc.cn:8888/udp/239.77.0.209:5146
汽摩频道,http://www.kitcc.cn:8888/udp/239.77.1.205:5146
书画频道,http://www.kitcc.cn:8888/udp/239.77.1.115:5146
先锋乒羽,http://www.kitcc.cn:8888/udp/239.77.1.208:5146
DOXTV,http://www.kitcc.cn:8888/udp/239.77.1.155:5146


🎉流畅-省台,#genre#

广东综艺4K,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdzy
大湾区卫视,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=nfws
广东公共,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdgg
广东新闻,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdxw
广东影视,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdys
广东体育,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdty
广东国际,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdgj
广东移动,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdyd
广东经济科教,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdjjkj
广东文化频道,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdwh
广东少儿,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdse
嘉佳卡通,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=jjkt
广东珠江,http://gxdl-lhs.8866.org:8181/tsfile/live/1000_1.m3u8
广东体育,http://gxdl-lhs.8866.org:8181/tsfile/live/1001_1.m3u8
广东新闻,http://gxdl-lhs.8866.org:8181/tsfile/live/1004_1.m3u8
广东公共,http://gxdl-lhs.8866.org:8181/tsfile/live/1007_1.m3u8
广东少儿,http://gxdl-lhs.8866.org:8181/tsfile/live/1009_1.m3u8
嘉佳卡通,http://gxdl-lhs.8866.org:8181/tsfile/live/1006_1.m3u8
岭南戏曲,http://gxdl-lhs.8866.org:8181/tsfile/live/1005_1.m3u8
文化旅游,http://wxwxw.qwl1965.top:8890/四川.php?id=1016555
经济频道,http://wxwxw.qwl1965.top:8890/四川.php?id=1016554
影视文艺,http://wxwxw.qwl1965.top:8890/四川.php?id=1016557
星空购物,http://wxwxw.qwl1965.top:8890/四川.php?id=1016559
四川乡村,http://wxwxw.qwl1965.top:8890/四川.php?id=1016560
四川卫视,http://wxwxw.qwl1965.top:8890/四川.php?id=1016553
新闻频道,http://wxwxw.qwl1965.top:8890/四川.php?id=1016556
妇女儿童,http://wxwxw.qwl1965.top:8890/四川.php?id=1016558
康巴卫视,http://wxwxw.qwl1965.top:8890/四川.php?id=1016561
测试频道1,http://ynxsj.7766.org:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
测试频道2,http://ynxsj.7766.org:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
测试频道3,http://ynxsj.7766.org:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
测试频道4,http://ynxsj.7766.org:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
春城民生,http://ynxsj.7766.org:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
春城影视综艺,http://ynxsj.7766.org:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
春城新闻综合,http://ynxsj.7766.org:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://ynxsj.7766.org:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南都市,http://ynxsj.7766.org:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
云南影视,http://ynxsj.7766.org:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
云南影视娱乐,http://ynxsj.7766.org:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
云南公共,http://ynxsj.7766.org:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
云南少儿,http://ynxsj.7766.org:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
北京科教HD,http://ynxsj.7766.org:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
北京淘电影HD,http://my.1024.net:84/live/100082/index.m3u8
北京淘剧场HD,http://my.1024.net:84/live/100081/index.m3u8
北京文艺HD,http://my.1024.net:84/live/100022/index.m3u8
北京卫视HD,http://my.1024.net:84/live/100021/index.m3u8
北京科教HD,http://my.1024.net:84/live/100024/index.m3u8
北京影视HD,http://my.1024.net:84/live/100025/index.m3u8
北京财经HD,http://my.1024.net:84/live/100026/index.m3u8
北京青年HD,http://my.1024.net:84/live/100028/index.m3u8
北京新闻HD,http://my.1024.net:84/live/100029/index.m3u8
北京生活HD,http://my.1024.net:84/live/100027/index.m3u8
北京小儿HD,http://my.1024.net:84/live/100041/index.m3u8
江苏卫视,http://wxwxw.qwl1965.top:8890/江苏.php?id=jsws
江苏城市,http://wxwxw.qwl1965.top:8890/江苏.php?id=jscs
江苏公共新闻,http://wxwxw.qwl1965.top:8890/江苏.php?id=jsgg
江苏综艺,http://wxwxw.qwl1965.top:8890/江苏.php?id=jszy
江苏影视,http://wxwxw.qwl1965.top:8890/江苏.php?id=jsys
江苏体育,http://wxwxw.qwl1965.top:8890/江苏.php?id=jsty
江苏教育,http://wxwxw.qwl1965.top:8890/江苏.php?id=jsjy
江苏靓妆,http://wxwxw.qwl1965.top:8890/江苏.php?id=jslz
江苏国际,http://wxwxw.qwl1965.top:8890/江苏.php?id=jsgj
好享购物,http://wxwxw.qwl1965.top:8890/江苏.php?id=hxgw
优漫卡通,http://wxwxw.qwl1965.top:8890/江苏.php?id=ymkt
广西综艺旅游,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.3:4056
广西都市,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.4:4056
广西新闻,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.5:4056
广西公共,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.6:4056
广西影视,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.7:4056
广西国际,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.8:4056
广西乐思购,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.9:4056
广西移动电视,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.10:4056
南宁新闻综合高清,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.241:4056
南宁新闻综合,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.126:4056
南宁都市生活,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.127:4056
南宁影视娱乐,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.128:4056
